"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007010","GO:0007010","cytoskeleton organization",31,-0.485557083906465,-2.4785515276016,1.07036616908638e-06,0.000487016606934303,0.000316603045803445,406,"tags=100%, list=54%, signal=48%","XLOC-006192#DJB13-HUMAN#P59910/XLOC-014855#COG5-HUMAN#Q9UP83/XLOC-009041#IDLC-STRPU#Q26630/XLOC-014196#RGAP1-HUMAN#Q9H0H5/XLOC-003341#RSPH1-MOUSE#Q8VIG3/XLOC-025913#CE120-BOVIN#A0JN62/XLOC-003888#ADIP-HUMAN#Q9Y2D8/XLOC-006799#EMAL1-HUMAN#O00423/XLOC-014347#NFE2-HUMAN#Q16621/XLOC-003900#SPEF2-HUMAN#Q9C093/gene-evm.model.ptg000024l.706#IDLC-STRPU#Q26630/XLOC-023109#CFA20-BOVIN#Q6B857/XLOC-001943#UXT-HUMAN#Q9UBK9/gene-evm.model.ptg000009l.328#PFD3-HUMAN#P61758/XLOC-011359#CROCC-HUMAN#Q5TZA2/XLOC-001512#PRIC3-HUMAN#O43900/XLOC-022927#DRC4-MOUSE#Q60779/XLOC-011318#CFA74-MOUSE#Q3UY96/XLOC-026348#CTNA2-DANRE#B7ZC77/XLOC-021255#DRC9-MOUSE#Q80W32/XLOC-002949#CF157-XENTR#Q0VFN8/XLOC-013825#DC2I1-HUMAN#Q8WVS4/XLOC-004197#PDPK2-HUMAN#Q6A1A2/XLOC-023282#HYDIN-MOUSE#Q80W93/XLOC-013132#ARF1-DROME#P61209/XLOC-022949#TBB4B-BOVIN#Q3MHM5/XLOC-003535#CALR-DROME#P29413/XLOC-007035#MYL9-HUMAN#P24844/XLOC-004696#MYS-ARGIR#P24733/XLOC-004690#MYO1-CAEEL#P02567"
"GO:0045595","GO:0045595","regulation of cell differentiation",37,-0.423023578363384,-2.18808525742504,2.59509031745301e-06,0.00059038304722056,0.000383800199581208,454,"tags=100%, list=60%, signal=42%","XLOC-024311#U119B-HUMAN#A6NIH7/XLOC-000433#DMX1B-DANRE#Q566X8/XLOC-006705#FOXA2-ORYLA#O42097/XLOC-002878#LMX1B-XENLA#Q8UVR3/XLOC-024181#NCLX-CHICK#F1NXU8/XLOC-014196#RGAP1-HUMAN#Q9H0H5/XLOC-016208#CSN5-DANRE#Q6PC30/XLOC-004198#UBC9A-DANRE#Q9W6H5/XLOC-006685#KAPR-STRPU#Q26619/XLOC-001087#XLOC-001087/XLOC-014347#NFE2-HUMAN#Q16621/XLOC-001348#XLOC-001348/gene-evm.model.ptg000010l.174-1#LNP-MOUSE#Q7TQ95/gene-evm.model.ptg000024l.240#DNJB4-HUMAN#Q9UDY4/XLOC-001512#PRIC3-HUMAN#O43900/XLOC-026348#CTNA2-DANRE#B7ZC77/XLOC-022908#MAF-DANRE#Q98UK4/XLOC-018190#SOX18-HUMAN#P35713/XLOC-000033#HMGH-STRPU#P40644/XLOC-021553#BTG1-CHICK#P34743/XLOC-003526#PRDX1-CHICK#P0CB50/XLOC-023693#TRLF-DESRO#K9IMD0/XLOC-003589#JUND-CHICK#P27921/XLOC-007112#PRLD1-CHICK#Q90673/novel-gene-chr8-8441#HS71A-BOVIN#Q27975/XLOC-009517#YTHD2-HUMAN#Q9Y5A9/XLOC-015850#SMAP1-MOUSE#Q91VZ6/novel-gene-chr4-1618#novel-gene-chr4-1618/XLOC-025888#HS71A-BOVIN#Q27975/XLOC-019534#XLOC-019534/XLOC-013132#ARF1-DROME#P61209/XLOC-003535#CALR-DROME#P29413/gene-evm.model.ptg000007l.499#EF1A-DANRE#Q92005/XLOC-007035#MYL9-HUMAN#P24844/XLOC-024209#C1QBP-BOVIN#Q3T0B6/XLOC-004690#MYO1-CAEEL#P02567"
"GO:0007017","GO:0007017","microtubule-based process",30,-0.464285714285714,-2.32131040021948,6.76386283552046e-06,0.00102585253005394,0.000666893142730263,421,"tags=100%, list=56%, signal=46%","XLOC-006192#DJB13-HUMAN#P59910/XLOC-014855#COG5-HUMAN#Q9UP83/XLOC-026682#ARL3-XENLA#Q8QHI3/XLOC-009041#IDLC-STRPU#Q26630/XLOC-014196#RGAP1-HUMAN#Q9H0H5/XLOC-003341#RSPH1-MOUSE#Q8VIG3/XLOC-025913#CE120-BOVIN#A0JN62/XLOC-003888#ADIP-HUMAN#Q9Y2D8/XLOC-006799#EMAL1-HUMAN#O00423/XLOC-001087#XLOC-001087/XLOC-014347#NFE2-HUMAN#Q16621/XLOC-003900#SPEF2-HUMAN#Q9C093/gene-evm.model.ptg000024l.706#IDLC-STRPU#Q26630/XLOC-023109#CFA20-BOVIN#Q6B857/XLOC-014820#DYH6-HUMAN#Q9C0G6/XLOC-001943#UXT-HUMAN#Q9UBK9/gene-evm.model.ptg000009l.328#PFD3-HUMAN#P61758/XLOC-008890#ROP1L-XENLA#Q4V7T8/XLOC-011359#CROCC-HUMAN#Q5TZA2/XLOC-001512#PRIC3-HUMAN#O43900/XLOC-022927#DRC4-MOUSE#Q60779/XLOC-011318#CFA74-MOUSE#Q3UY96/XLOC-021255#DRC9-MOUSE#Q80W32/XLOC-002949#CF157-XENTR#Q0VFN8/XLOC-004026#IT70A-XENTR#A4IHR1/XLOC-013825#DC2I1-HUMAN#Q8WVS4/XLOC-023282#HYDIN-MOUSE#Q80W93/XLOC-005557#UBC-MOUSE#P0CG50/XLOC-022949#TBB4B-BOVIN#Q3MHM5"
"GO:0046907","GO:0046907","intracellular transport",32,-0.420110192837466,-2.19280791690868,1.4841638132443e-05,0.00168823633756539,0.00109750008295171,454,"tags=100%, list=60%, signal=42%","XLOC-022934#GLE1-MOUSE#Q8R322/XLOC-013034#PPCS-HUMAN#Q9HAB8/XLOC-011874#SY65-APLCA#P41823/XLOC-014855#COG5-HUMAN#Q9UP83/XLOC-026682#ARL3-XENLA#Q8QHI3/XLOC-004198#UBC9A-DANRE#Q9W6H5/gene-evm.model.ptg000012l.269#RB3GP-XENLA#Q642R9/XLOC-025913#CE120-BOVIN#A0JN62/XLOC-003888#ADIP-HUMAN#Q9Y2D8/XLOC-001087#XLOC-001087/gene-evm.model.ptg000010l.70#ESYT2-MOUSE#Q3TZZ7/gene-evm.model.ptg000021l.48#ARBK1-MESAU#Q64682/gene-evm.model.ptg000010l.174-1#LNP-MOUSE#Q7TQ95/XLOC-001512#PRIC3-HUMAN#O43900/XLOC-004026#IT70A-XENTR#A4IHR1/XLOC-006300#ING2-HUMAN#Q9H160/XLOC-026568#S23IP-MOUSE#Q6NZC7/XLOC-001583#S61A2-ONCMY#Q98SN8/XLOC-025509#PPIB-BOVIN#P80311/XLOC-022212#LTV1-XENLA#Q4V838/XLOC-005557#UBC-MOUSE#P0CG50/XLOC-013132#ARF1-DROME#P61209/XLOC-003535#CALR-DROME#P29413/XLOC-023022#RL14-DROME#P55841/gene-evm.model.ptg000024l.56#RL19-DROME#P36241/XLOC-025494#RS15-RABIT#G1U0Q2/XLOC-022823#RS30-MOUSE#P62862/XLOC-004100#RS2-ICTPU#Q90YS3/XLOC-007035#MYL9-HUMAN#P24844/XLOC-002950#DX39B-BOVIN#Q3T147/XLOC-022080#HYOU1-CHICK#Q5ZLK7"
"GO:0070887","GO:0070887","cellular response to chemical stimulus",34,-0.421270718232044,-2.14964211711753,1.94796500488315e-05,0.00177264815444366,0.00115237508709929,454,"tags=100%, list=60%, signal=42%","XLOC-015229#M3K2-HUMAN#Q9Y2U5/XLOC-005604#CBPA2-RAT#P19222/XLOC-006705#FOXA2-ORYLA#O42097/XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-004198#UBC9A-DANRE#Q9W6H5/XLOC-007995#ACOHC-DICDI#Q54X73/XLOC-006685#KAPR-STRPU#Q26619/XLOC-014347#NFE2-HUMAN#Q16621/gene-evm.model.ptg000021l.48#ARBK1-MESAU#Q64682/XLOC-013073#DCE1-PIG#P48319/XLOC-021527#CHLE-HORSE#P81908/gene-evm.model.ptg000005l.39#GSTT1-MUSDO#P28338/XLOC-002389#ASSY-DANRE#Q66I24/XLOC-004511#TGM1-RABIT#P22758/XLOC-004197#PDPK2-HUMAN#Q6A1A2/XLOC-018190#SOX18-HUMAN#P35713/XLOC-003526#PRDX1-CHICK#P0CB50/XLOC-006517#PRDX5-MOUSE#P99029/XLOC-003589#JUND-CHICK#P27921/novel-gene-chr8-8441#HS71A-BOVIN#Q27975/XLOC-005689#SODC-CERCA#P28755/XLOC-022428#MCES-MACFA#Q4R7K1/XLOC-022212#LTV1-XENLA#Q4V838/novel-gene-chr4-1618#novel-gene-chr4-1618/XLOC-025888#HS71A-BOVIN#Q27975/XLOC-019534#XLOC-019534/XLOC-013132#ARF1-DROME#P61209/XLOC-003535#CALR-DROME#P29413/XLOC-021664#GPX4-CITSI#Q06652/XLOC-004100#RS2-ICTPU#Q90YS3/gene-evm.model.ptg000007l.499#EF1A-DANRE#Q92005/XLOC-004696#MYS-ARGIR#P24733/XLOC-022080#HYOU1-CHICK#Q5ZLK7"
"GO:0000226","GO:0000226","microtubule cytoskeleton organization",23,-0.484353741496599,-2.34679675071851,3.60229901832929e-05,0.00234149436191404,0.00152217447240681,403,"tags=100%, list=53%, signal=48%","XLOC-014855#COG5-HUMAN#Q9UP83/XLOC-009041#IDLC-STRPU#Q26630/XLOC-014196#RGAP1-HUMAN#Q9H0H5/XLOC-003341#RSPH1-MOUSE#Q8VIG3/XLOC-025913#CE120-BOVIN#A0JN62/XLOC-003888#ADIP-HUMAN#Q9Y2D8/XLOC-006799#EMAL1-HUMAN#O00423/XLOC-014347#NFE2-HUMAN#Q16621/XLOC-003900#SPEF2-HUMAN#Q9C093/gene-evm.model.ptg000024l.706#IDLC-STRPU#Q26630/XLOC-023109#CFA20-BOVIN#Q6B857/XLOC-001943#UXT-HUMAN#Q9UBK9/gene-evm.model.ptg000009l.328#PFD3-HUMAN#P61758/XLOC-011359#CROCC-HUMAN#Q5TZA2/XLOC-001512#PRIC3-HUMAN#O43900/XLOC-022927#DRC4-MOUSE#Q60779/XLOC-011318#CFA74-MOUSE#Q3UY96/XLOC-021255#DRC9-MOUSE#Q80W32/XLOC-002949#CF157-XENTR#Q0VFN8/XLOC-013825#DC2I1-HUMAN#Q8WVS4/XLOC-023282#HYDIN-MOUSE#Q80W93/XLOC-022949#TBB4B-BOVIN#Q3MHM5"
"GO:0009636","GO:0009636","response to toxic substance",17,-0.557354925775978,-2.3239676875614,3.41321578058021e-05,0.00234149436191404,0.00152217447240681,346,"tags=100%, list=46%, signal=56%","XLOC-022922#MC3R-RAT#P32244/XLOC-014347#NFE2-HUMAN#Q16621/gene-evm.model.ptg000021l.48#ARBK1-MESAU#Q64682/XLOC-026671#S39AD-DANRE#Q8AW42/gene-evm.model.ptg000005l.39#GSTT1-MUSDO#P28338/XLOC-002389#ASSY-DANRE#Q66I24/XLOC-004197#PDPK2-HUMAN#Q6A1A2/XLOC-003526#PRDX1-CHICK#P0CB50/XLOC-006517#PRDX5-MOUSE#P99029/XLOC-003589#JUND-CHICK#P27921/novel-gene-chr8-8441#HS71A-BOVIN#Q27975/XLOC-005689#SODC-CERCA#P28755/XLOC-025888#HS71A-BOVIN#Q27975/XLOC-021664#GPX4-CITSI#Q06652/gene-evm.model.ptg000010l.1198#EF1B-RABIT#P34826/XLOC-004100#RS2-ICTPU#Q90YS3"
"GO:0032989","GO:0032989","cellular anatomical entity morphogenesis",24,-0.480926430517711,-2.40982038679395,4.81144509258302e-05,0.00253068621338893,0.00164516558927077,406,"tags=100%, list=54%, signal=48%","XLOC-006705#FOXA2-ORYLA#O42097/XLOC-002878#LMX1B-XENLA#Q8UVR3/XLOC-014855#COG5-HUMAN#Q9UP83/XLOC-014196#RGAP1-HUMAN#Q9H0H5/XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-001371#PGRC2-HUMAN#O15173/XLOC-016208#CSN5-DANRE#Q6PC30/XLOC-014347#NFE2-HUMAN#Q16621/XLOC-021527#CHLE-HORSE#P81908/XLOC-026348#CTNA2-DANRE#B7ZC77/XLOC-026568#S23IP-MOUSE#Q6NZC7/XLOC-018190#SOX18-HUMAN#P35713/XLOC-000996#SMC1A-XENLA#O93308/XLOC-003589#JUND-CHICK#P27921/XLOC-009517#YTHD2-HUMAN#Q9Y5A9/XLOC-005557#UBC-MOUSE#P0CG50/gene-evm.model.ptg000013l.1124#CY1-MOUSE#Q9D0M3/XLOC-011755#SPSB4-MOUSE#Q8R5B6/XLOC-007035#MYL9-HUMAN#P24844/XLOC-004696#MYS-ARGIR#P24733/XLOC-025059#TSP1-XENLA#P35448/XLOC-004690#MYO1-CAEEL#P02567/gene-evm.model.ptg000001l.686#SOX14-DANRE#Q32PP9"
"GO:0045597","GO:0045597","positive regulation of cell differentiation",22,-0.491847826086957,-2.21723555375858,5.51876749964794e-05,0.00253068621338893,0.00164516558927077,397,"tags=100%, list=52%, signal=49%","XLOC-002878#LMX1B-XENLA#Q8UVR3/XLOC-006685#KAPR-STRPU#Q26619/XLOC-001087#XLOC-001087/XLOC-014347#NFE2-HUMAN#Q16621/gene-evm.model.ptg000024l.240#DNJB4-HUMAN#Q9UDY4/XLOC-001512#PRIC3-HUMAN#O43900/XLOC-026348#CTNA2-DANRE#B7ZC77/XLOC-018190#SOX18-HUMAN#P35713/XLOC-021553#BTG1-CHICK#P34743/XLOC-023693#TRLF-DESRO#K9IMD0/XLOC-003589#JUND-CHICK#P27921/novel-gene-chr8-8441#HS71A-BOVIN#Q27975/XLOC-015850#SMAP1-MOUSE#Q91VZ6/novel-gene-chr4-1618#novel-gene-chr4-1618/XLOC-025888#HS71A-BOVIN#Q27975/XLOC-019534#XLOC-019534/XLOC-013132#ARF1-DROME#P61209/XLOC-003535#CALR-DROME#P29413/gene-evm.model.ptg000007l.499#EF1A-DANRE#Q92005/XLOC-024209#C1QBP-BOVIN#Q3T0B6/XLOC-004690#MYO1-CAEEL#P02567"
"GO:0008104","GO:0008104","intracellular protein localization",31,-0.419532324621733,-2.14152469098721,5.58758610313317e-05,0.00253068621338893,0.00164516558927077,454,"tags=100%, list=60%, signal=42%","XLOC-024311#U119B-HUMAN#A6NIH7/XLOC-022934#GLE1-MOUSE#Q8R322/XLOC-014196#RGAP1-HUMAN#Q9H0H5/XLOC-004198#UBC9A-DANRE#Q9W6H5/gene-evm.model.ptg000012l.269#RB3GP-XENLA#Q642R9/XLOC-021409#MCF2L-RAT#Q63406/XLOC-001087#XLOC-001087/gene-evm.model.ptg000021l.48#ARBK1-MESAU#Q64682/XLOC-011359#CROCC-HUMAN#Q5TZA2/XLOC-001512#PRIC3-HUMAN#O43900/XLOC-022927#DRC4-MOUSE#Q60779/XLOC-022343#NEPR1-XENLA#Q7ZY85/XLOC-026348#CTNA2-DANRE#B7ZC77/XLOC-004026#IT70A-XENTR#A4IHR1/XLOC-002086#LRSM1-MOUSE#Q80ZI6/XLOC-006300#ING2-HUMAN#Q9H160/XLOC-026568#S23IP-MOUSE#Q6NZC7/XLOC-000022#RED-MOUSE#Q9Z1M8/XLOC-001583#S61A2-ONCMY#Q98SN8/XLOC-025335#HSP71-ORYLA#Q9I8F9/XLOC-022212#LTV1-XENLA#Q4V838/XLOC-013132#ARF1-DROME#P61209/XLOC-003535#CALR-DROME#P29413/XLOC-023022#RL14-DROME#P55841/gene-evm.model.ptg000024l.56#RL19-DROME#P36241/XLOC-025494#RS15-RABIT#G1U0Q2/XLOC-022823#RS30-MOUSE#P62862/XLOC-004100#RS2-ICTPU#Q90YS3/XLOC-011755#SPSB4-MOUSE#Q8R5B6/XLOC-002950#DX39B-BOVIN#Q3T147"
