"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure",13,0.860905285283374,2.61326453030977,7.31418233076476e-08,0.000102252268984091,8.79241707550879e-05,477,"tags=92%, list=13%, signal=81%","XLOC-006335#GREM1-CHICK#O73755/XLOC-020834#BMP15-BOVIN#Q6PX77/XLOC-024501#HXB8-RAT#P18863/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-014368#TWHH-DANRE#Q90419/XLOC-027138#FGFR3-CHICK#P18460/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-026110#FGFR3-CHICK#P18460/XLOC-004857#XLOC-004857/XLOC-010538#LSHR-CHICK#Q90674/XLOC-009436#SMO-DANRE#Q5RH73/novel-gene-chr14-4172#SIX2-MOUSE#Q62232"
"GO:0048762","GO:0048762","mesenchymal cell differentiation",26,0.711395294957057,2.54223218220468,6.43084355238006e-08,0.000102252268984091,8.79241707550879e-05,474,"tags=58%, list=13%, signal=51%","XLOC-025279#ISL1-CHICK#P50211/XLOC-006021#XLOC-006021/XLOC-024524#TBX1-DANRE#Q8AXX2/XLOC-020692#XLOC-020692/XLOC-020834#BMP15-BOVIN#Q6PX77/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-014368#TWHH-DANRE#Q90419/XLOC-027138#FGFR3-CHICK#P18460/XLOC-000173#TES-CHICK#Q90YH9/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-026110#FGFR3-CHICK#P18460/XLOC-004857#XLOC-004857/XLOC-010538#LSHR-CHICK#Q90674/XLOC-009436#SMO-DANRE#Q5RH73/XLOC-015809#LAMA5-HUMAN#O15230"
"GO:0060485","GO:0060485","mesenchyme development",41,0.608997517467619,2.56409010062239,1.47252568664298e-07,0.000132481065491109,0.000113917157436071,579,"tags=54%, list=16%, signal=46%","XLOC-025279#ISL1-CHICK#P50211/XLOC-006021#XLOC-006021/XLOC-024524#TBX1-DANRE#Q8AXX2/XLOC-020692#XLOC-020692/XLOC-020834#BMP15-BOVIN#Q6PX77/XLOC-024501#HXB8-RAT#P18863/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-014368#TWHH-DANRE#Q90419/XLOC-027138#FGFR3-CHICK#P18460/XLOC-000173#TES-CHICK#Q90YH9/XLOC-003038#INHBA-MOUSE#Q04998/XLOC-023860#NOS1-MOUSE#Q9Z0J4/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-000933#HXA4-LINSA#P81192/XLOC-026110#FGFR3-CHICK#P18460/XLOC-004857#XLOC-004857/XLOC-010538#LSHR-CHICK#Q90674/XLOC-009436#SMO-DANRE#Q5RH73/XLOC-015809#LAMA5-HUMAN#O15230/novel-gene-chr14-4172#SIX2-MOUSE#Q62232/XLOC-016472#COMP-MOUSE#Q9R0G6/XLOC-000943#FOLR1-MOUSE#P35846"
"GO:0055123","GO:0055123","digestive system development",58,0.526820489813795,2.35276350962228,1.89529421303446e-07,0.000132481065491109,0.000113917157436071,445,"tags=40%, list=12%, signal=35%","XLOC-013589#ITBX-DROME#P11584/XLOC-025279#ISL1-CHICK#P50211/XLOC-013165#NMUR2-RAT#Q9ESQ4/XLOC-024524#TBX1-DANRE#Q8AXX2/XLOC-020692#XLOC-020692/XLOC-020834#BMP15-BOVIN#Q6PX77/gene-evm.model.ptg000032l.233#LAMC1-XENTR#A0JP86/XLOC-024501#HXB8-RAT#P18863/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-009866#FZD2-HUMAN#Q14332/XLOC-025940#HTK7-HYDVU#Q25197/XLOC-014368#TWHH-DANRE#Q90419/XLOC-027138#FGFR3-CHICK#P18460/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-000933#HXA4-LINSA#P81192/XLOC-026110#FGFR3-CHICK#P18460/XLOC-004857#XLOC-004857/XLOC-010538#LSHR-CHICK#Q90674/gene-evm.model.ptg000032l.234#LAMC1-XENTR#A0JP86/XLOC-013585#MYO1D-DANRE#E7F9L8/XLOC-020007#ZAX-XENLA#O93590/XLOC-009436#SMO-DANRE#Q5RH73/XLOC-021709#BHMT1-BOVIN#Q5I597"
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis",24,0.718576961002256,2.57380187421815,2.79762853417549e-07,0.000156443387631093,0.000134521759411722,354,"tags=58%, list=10%, signal=53%","XLOC-013181#TWIST-XENLA#P13903/XLOC-024524#TBX1-DANRE#Q8AXX2/XLOC-020834#BMP15-BOVIN#Q6PX77/XLOC-013652#HXD3-HAPBU#A8DT10/XLOC-024501#HXB8-RAT#P18863/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-024503#MAB5-CAEEL#P10038/XLOC-025900#AGRIN-HUMAN#O00468/XLOC-014368#TWHH-DANRE#Q90419/XLOC-027138#FGFR3-CHICK#P18460/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-000933#HXA4-LINSA#P81192/XLOC-026110#FGFR3-CHICK#P18460/XLOC-004857#XLOC-004857"
"GO:0048565","GO:0048565","digestive tract development",54,0.526693203924782,2.29773063923445,4.22693740515568e-07,0.000196975283080255,0.000169374123392554,407,"tags=39%, list=11%, signal=35%","XLOC-013589#ITBX-DROME#P11584/XLOC-025279#ISL1-CHICK#P50211/XLOC-013165#NMUR2-RAT#Q9ESQ4/XLOC-024524#TBX1-DANRE#Q8AXX2/XLOC-020692#XLOC-020692/XLOC-020834#BMP15-BOVIN#Q6PX77/gene-evm.model.ptg000032l.233#LAMC1-XENTR#A0JP86/XLOC-024501#HXB8-RAT#P18863/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-009866#FZD2-HUMAN#Q14332/XLOC-014368#TWHH-DANRE#Q90419/XLOC-027138#FGFR3-CHICK#P18460/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-000933#HXA4-LINSA#P81192/XLOC-026110#FGFR3-CHICK#P18460/XLOC-004857#XLOC-004857/XLOC-010538#LSHR-CHICK#Q90674/gene-evm.model.ptg000032l.234#LAMC1-XENTR#A0JP86/XLOC-013585#MYO1D-DANRE#E7F9L8/XLOC-020007#ZAX-XENLA#O93590/XLOC-009436#SMO-DANRE#Q5RH73"
"GO:0048705","GO:0048705","skeletal system morphogenesis",39,0.583234670941948,2.3917465040351,5.9125848519344e-07,0.000236165532085837,0.000203072839125085,830,"tags=64%, list=22%, signal=50%","XLOC-013181#TWIST-XENLA#P13903/XLOC-007624#XLOC-007624/XLOC-024524#TBX1-DANRE#Q8AXX2/XLOC-020834#BMP15-BOVIN#Q6PX77/XLOC-013652#HXD3-HAPBU#A8DT10/XLOC-024501#HXB8-RAT#P18863/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-024503#MAB5-CAEEL#P10038/XLOC-025900#AGRIN-HUMAN#O00468/XLOC-014368#TWHH-DANRE#Q90419/XLOC-027138#FGFR3-CHICK#P18460/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-000933#HXA4-LINSA#P81192/XLOC-026110#FGFR3-CHICK#P18460/XLOC-004857#XLOC-004857/XLOC-020007#ZAX-XENLA#O93590/novel-gene-chr14-4172#SIX2-MOUSE#Q62232/XLOC-016472#COMP-MOUSE#Q9R0G6/gene-evm.model.ptg000001l.42#HACL2-DANRE#Q6NV04/XLOC-000223#BMP1-MOUSE#P98063/XLOC-023693#TRLF-DESRO#K9IMD0/XLOC-012344#HACL2-DANRE#Q6NV04/XLOC-003044#XLOC-003044/XLOC-027093#FGF18-BOVIN#Q0VCA0/gene-evm.model.ptg000031l.385#gene-evm.model.ptg000031l.385"
"GO:0048706","GO:0048706","embryonic skeletal system development",26,0.671834624523887,2.40085872888311,7.41733056916011e-07,0.000259235703392146,0.000222910302894233,477,"tags=62%, list=13%, signal=54%","XLOC-013181#TWIST-XENLA#P13903/XLOC-024524#TBX1-DANRE#Q8AXX2/XLOC-020834#BMP15-BOVIN#Q6PX77/XLOC-013652#HXD3-HAPBU#A8DT10/XLOC-024501#HXB8-RAT#P18863/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-024503#MAB5-CAEEL#P10038/XLOC-025900#AGRIN-HUMAN#O00468/XLOC-014368#TWHH-DANRE#Q90419/XLOC-027138#FGFR3-CHICK#P18460/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-000933#HXA4-LINSA#P81192/XLOC-026110#FGFR3-CHICK#P18460/XLOC-004857#XLOC-004857/XLOC-020007#ZAX-XENLA#O93590/novel-gene-chr14-4172#SIX2-MOUSE#Q62232"
"GO:0043009","GO:0043009","chordate embryonic development",107,0.37926747018062,1.89275745078218,3.16472130081351e-06,0.00098317341745273,0.000845406251585737,479,"tags=24%, list=13%, signal=22%","XLOC-013181#TWIST-XENLA#P13903/XLOC-013589#ITBX-DROME#P11584/XLOC-025279#ISL1-CHICK#P50211/XLOC-006021#XLOC-006021/XLOC-024524#TBX1-DANRE#Q8AXX2/XLOC-012522#FZD5-DANRE#B3DIG4/XLOC-020692#XLOC-020692/XLOC-020834#BMP15-BOVIN#Q6PX77/XLOC-013652#HXD3-HAPBU#A8DT10/XLOC-024501#HXB8-RAT#P18863/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-024503#MAB5-CAEEL#P10038/XLOC-025900#AGRIN-HUMAN#O00468/XLOC-014368#TWHH-DANRE#Q90419/XLOC-027138#FGFR3-CHICK#P18460/XLOC-023860#NOS1-MOUSE#Q9Z0J4/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-000933#HXA4-LINSA#P81192/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-026110#FGFR3-CHICK#P18460/XLOC-004857#XLOC-004857/XLOC-020007#ZAX-XENLA#O93590/XLOC-009436#SMO-DANRE#Q5RH73/XLOC-003325#FZD1-XENLA#Q9I9M5/novel-gene-chr14-4172#SIX2-MOUSE#Q62232/XLOC-003422#PTC1-MOUSE#Q61115"
"GO:1905332","GO:1905332","positive regulation of morphogenesis of an epithelium",10,0.856170277163952,2.38218432341393,3.55979389745285e-06,0.000995318373727817,0.000855849395977086,477,"tags=90%, list=13%, signal=79%","XLOC-006335#GREM1-CHICK#O73755/XLOC-020834#BMP15-BOVIN#Q6PX77/XLOC-024501#HXB8-RAT#P18863/XLOC-013477#SIX1B-DANRE#Q6NZ04/XLOC-023160#SIX1A-DANRE#Q6DHF9/XLOC-004857#XLOC-004857/XLOC-010538#LSHR-CHICK#Q90674/XLOC-009436#SMO-DANRE#Q5RH73/novel-gene-chr14-4172#SIX2-MOUSE#Q62232"
