"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008233","GO:0008233","peptidase activity","29/297","250/6213",0.116,2.42662626262626,5.15855042131891,6.72489720378346e-06,0.0298047444071683,0.0287046928014126,"XLOC-016437#UBP14-PANTR#P60051/XLOC-025964#NEC1-HUMAN#P29120/XLOC-015874#XLOC-015874/XLOC-005461#GGH-MOUSE#Q9Z0L8/XLOC-002315#NALD2-HUMAN#Q9Y3Q0/XLOC-000718#CBPD-LOPSP#P83852/XLOC-006199#LMLN-DROPS#Q29AK2/gene-evm.model.ptg000049l.17#gene-evm.model.ptg000049l.17/XLOC-004937#FOLH1-RAT#P70627/XLOC-015873#XLOC-015873/XLOC-005460#GGH-HUMAN#Q92820/XLOC-006764#SEPR-MOUSE#P97321/XLOC-002082#FOLH1-HUMAN#Q04609/XLOC-013069#SORCN-HUMAN#P30626/XLOC-008071#SPP2B-RAT#Q5PQL3/XLOC-020174#DPP3-NEMVE#A7RZW4/XLOC-019672#PLMN-MACMU#P12545/XLOC-019701#CANB-DROME#Q9VT65/gene-evm.model.ptg000055l.299#TPP1-DANRE#F8W2M8/XLOC-023693#TRLF-DESRO#K9IMD0/XLOC-012418#CASP3-CANLF#Q8MKI5/gene-evm.model.ptg000007l.822#ATS6-HUMAN#Q9UKP5/XLOC-016654#PSD13-MOUSE#Q9WVJ2/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-015868#XLOC-015868/XLOC-015732#HM13-HUMAN#Q8TCT9/XLOC-021011#USP9X-HUMAN#Q93008/XLOC-009945#CATD-CHICK#Q05744/XLOC-012866#MINY2-HUMAN#Q8NBR6",29
"GO:0005615","GO:0005615","extracellular space","32/297","309/6213",0.103559870550162,2.16638880716551,4.71226032047343,2.38490916598565e-05,0.0496360279023508,0.047804031242645,"XLOC-012520#GPX2-PONPY#Q4AEI0/XLOC-025964#NEC1-HUMAN#P29120/XLOC-015874#XLOC-015874/XLOC-000718#CBPD-LOPSP#P83852/gene-evm.model.ptg000049l.17#gene-evm.model.ptg000049l.17/XLOC-015873#XLOC-015873/XLOC-004873#FUCO-BRAFL#C3YWU0/XLOC-026042#BHMT1-DANRE#Q32LQ4/XLOC-006764#SEPR-MOUSE#P97321/XLOC-013069#SORCN-HUMAN#P30626/gene-evm.model.ptg000022l.210#QSOX1-MOUSE#Q8BND5/XLOC-024209#C1QBP-BOVIN#Q3T0B6/XLOC-012685#GPX1-MOUSE#P11352/XLOC-019672#PLMN-MACMU#P12545/XLOC-005607#PRDX4-HUMAN#Q13162/XLOC-024416#HEPHL-ACRMI#B3EWZ9/XLOC-023693#TRLF-DESRO#K9IMD0/XLOC-025059#TSP1-XENLA#P35448/XLOC-024417#HEPHL-ACRMI#B3EWZ9/gene-evm.model.ptg000010l.289#GRN-HUMAN#P28799/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-003595#PPBT-CHICK#Q92058/XLOC-025132#PPN1-CAEEL#O76840/XLOC-015868#XLOC-015868/XLOC-021454#SPB3-HUMAN#P29508/XLOC-003402#FA8-CANLF#O18806/XLOC-025975#TSP3A-DANRE#Q8JHW2/XLOC-026529#XDH-CHICK#P47990/XLOC-009945#CATD-CHICK#Q05744/XLOC-015762#XLOC-015762/XLOC-022353#HMCN1-MOUSE#D3YXG0/gene-evm.model.ptg000002l.349#ADT1-CAEEL#G5ECS8",32
"GO:0009986","GO:0009986","cell surface","25/297","217/6213",0.115207373271889,2.41004515198064,4.73709331695955,3.35983943382338e-05,0.0496360279023508,0.047804031242645,"XLOC-016437#UBP14-PANTR#P60051/XLOC-002315#NALD2-HUMAN#Q9Y3Q0/XLOC-000718#CBPD-LOPSP#P83852/XLOC-020695#ARSB-RAT#P50430/XLOC-006764#SEPR-MOUSE#P97321/XLOC-024209#C1QBP-BOVIN#Q3T0B6/gene-evm.model.ptg000005l.766#PHB2-RAT#Q5XIH7/XLOC-005718#MOES-BOVIN#Q2HJ49/XLOC-024971#FUT9-RAT#Q99JB3/XLOC-019672#PLMN-MACMU#P12545/XLOC-018277#TSN33-MOUSE#Q8R3S2/XLOC-023693#TRLF-DESRO#K9IMD0/XLOC-003325#FZD1-XENLA#Q9I9M5/XLOC-003068#EAA3-RAT#P51907/gene-evm.model.ptg000007l.822#ATS6-HUMAN#Q9UKP5/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-003595#PPBT-CHICK#Q92058/XLOC-025132#PPN1-CAEEL#O76840/gene-evm.model.ptg000009l.16#COCH-CHICK#O42163/XLOC-006692#MDR1-HUMAN#P08183/gene-evm.model.ptg000003l.233#gene-evm.model.ptg000003l.233/XLOC-015732#HM13-HUMAN#Q8TCT9/novel-gene-chr2-15978#NCAM1-RAT#P13596/gene-evm.model.ptg000002l.349#ADT1-CAEEL#G5ECS8/XLOC-013793#NPT2B-PONAB#Q5REV9",25
"GO:0030141","GO:0030141","secretory granule","36/297","379/6213",0.0949868073878628,1.98704725353802,4.4427738047385,4.77181311281538e-05,0.0528716892899944,0.0509202688749115,"XLOC-025964#NEC1-HUMAN#P29120/XLOC-020695#ARSB-RAT#P50430/XLOC-004873#FUCO-BRAFL#C3YWU0/XLOC-013069#SORCN-HUMAN#P30626/XLOC-005718#MOES-BOVIN#Q2HJ49/gene-evm.model.ptg000012l.875#IMB1-HUMAN#Q14974/XLOC-026621#DBNL-BOVIN#A6H7G2/XLOC-019672#PLMN-MACMU#P12545/XLOC-023861#CLH1-BOVIN#P49951/gene-evm.model.ptg000032l.301#APOR-PIG#Q03472/XLOC-026889#CTNA2-PONAB#Q5R416/XLOC-005607#PRDX4-HUMAN#Q13162/XLOC-023693#TRLF-DESRO#K9IMD0/gene-evm.model.ptg000003l.1064#GNAI-PATPE#P30676/XLOC-000546#GNAI-PATPE#P30676/XLOC-013695#PS11A-DANRE#F6P3G4/XLOC-025569#SH3G1-CHICK#Q8AXV0/XLOC-016654#PSD13-MOUSE#Q9WVJ2/gene-evm.model.ptg000010l.289#GRN-HUMAN#P28799/XLOC-016498#SAP3-MOUSE#Q60648/gene-evm.model.ptg000027l.117#HXK4-MOUSE#P52792/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-011369#CDC42-DROPS#Q29HY3/XLOC-000372#IMDH3-DANRE#Q5RGV1/XLOC-021454#SPB3-HUMAN#P29508/XLOC-022962#CY24A-MOUSE#Q61462/XLOC-002346#MEC2-CAEEL#Q27433/XLOC-024249#ABHD2-BOVIN#Q5EA42/gene-evm.model.ptg000037l.118#RYL1-YARLI#P41924/XLOC-003402#FA8-CANLF#O18806/gene-evm.model.ptg000003l.233#gene-evm.model.ptg000003l.233/gene-evm.model.ptg000022l.251#CTL4-XENLA#Q6GN42/XLOC-009945#CATD-CHICK#Q05744/XLOC-013591#EXOC3-MOUSE#Q6KAR6/XLOC-004223#ABCA3-HUMAN#Q99758/gene-evm.model.ptg000002l.349#ADT1-CAEEL#G5ECS8",36
"GO:0051851","GO:0051851","host-mediated perturbation of symbiont process","10/297","48/6213",0.208333333333333,4.35816498316498,5.23282212660614,6.93415046478678e-05,0.06146430971987,0.0591957476520219,"XLOC-025644#PPIB-MOUSE#P24369/XLOC-003589#JUND-CHICK#P27921/XLOC-025114#PPIB-CHICK#P24367/XLOC-019946#PYC-BOVIN#Q29RK2/XLOC-019672#PLMN-MACMU#P12545/XLOC-023693#TRLF-DESRO#K9IMD0/novel-gene-chr14-11470#novel-gene-chr14-11470/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-006236#RRP1-HUMAN#P56182/XLOC-002346#MEC2-CAEEL#Q27433",10
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","10/297","49/6213",0.204081632653061,4.26922284065141,5.14743788955453,8.3494390878648e-05,0.0616745233956946,0.0593982026338452,"XLOC-025644#PPIB-MOUSE#P24369/XLOC-003589#JUND-CHICK#P27921/XLOC-025114#PPIB-CHICK#P24367/XLOC-019946#PYC-BOVIN#Q29RK2/XLOC-019672#PLMN-MACMU#P12545/XLOC-023693#TRLF-DESRO#K9IMD0/novel-gene-chr14-11470#novel-gene-chr14-11470/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-006236#RRP1-HUMAN#P56182/XLOC-002346#MEC2-CAEEL#Q27433",10
"GO:0004175","GO:0004175","endopeptidase activity","18/297","140/6213",0.128571428571429,2.68961038961039,4.53031931802512,0.000107242095117762,0.0671970705763669,0.064716920289561,"XLOC-016437#UBP14-PANTR#P60051/XLOC-025964#NEC1-HUMAN#P29120/XLOC-015874#XLOC-015874/gene-evm.model.ptg000049l.17#gene-evm.model.ptg000049l.17/XLOC-015873#XLOC-015873/XLOC-006764#SEPR-MOUSE#P97321/XLOC-013069#SORCN-HUMAN#P30626/XLOC-008071#SPP2B-RAT#Q5PQL3/XLOC-019672#PLMN-MACMU#P12545/XLOC-019701#CANB-DROME#Q9VT65/gene-evm.model.ptg000055l.299#TPP1-DANRE#F8W2M8/XLOC-012418#CASP3-CANLF#Q8MKI5/gene-evm.model.ptg000007l.822#ATS6-HUMAN#Q9UKP5/XLOC-016654#PSD13-MOUSE#Q9WVJ2/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-015868#XLOC-015868/XLOC-015732#HM13-HUMAN#Q8TCT9/XLOC-009945#CATD-CHICK#Q05744",18
"GO:0016529","GO:0016529","sarcoplasmic reticulum","7/297","25/6213",0.28,5.85737373737374,5.45225598269742,0.000121294351220879,0.0671970705763669,0.064716920289561,"XLOC-013069#SORCN-HUMAN#P30626/XLOC-001356#RN121-HUMAN#Q9H920/XLOC-025059#TSP1-XENLA#P35448/XLOC-003468#CHERP-HUMAN#Q8IWX8/XLOC-025975#TSP3A-DANRE#Q8JHW2/XLOC-026529#XDH-CHICK#P47990/gene-evm.model.ptg000002l.349#ADT1-CAEEL#G5ECS8",7
"GO:0005539","GO:0005539","glycosaminoglycan binding","9/297","44/6213",0.204545454545455,4.27892561983471,4.89024236564132,0.000186248173756982,0.0917168784545492,0.0883317362087205,"XLOC-022170#FSTL1-MACFA#Q9GKY0/XLOC-024209#C1QBP-BOVIN#Q3T0B6/XLOC-023693#TRLF-DESRO#K9IMD0/XLOC-025059#TSP1-XENLA#P35448/gene-evm.model.ptg000027l.117#HXK4-MOUSE#P52792/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-025975#TSP3A-DANRE#Q8JHW2/novel-gene-chr2-15978#NCAM1-RAT#P13596/gene-evm.model.ptg000002l.349#ADT1-CAEEL#G5ECS8",9
"GO:0035821","GO:0035821","modulation of process of another organism","11/297","66/6213",0.166666666666667,3.48653198653199,4.55003017745582,0.000252061432439001,0.105000258649201,0.101124845340706,"XLOC-025644#PPIB-MOUSE#P24369/XLOC-003589#JUND-CHICK#P27921/XLOC-025114#PPIB-CHICK#P24367/XLOC-019946#PYC-BOVIN#Q29RK2/gene-evm.model.ptg000012l.875#IMB1-HUMAN#Q14974/XLOC-019672#PLMN-MACMU#P12545/XLOC-023693#TRLF-DESRO#K9IMD0/novel-gene-chr14-11470#novel-gene-chr14-11470/gene-evm.model.ptg000035l.378#TRLF-DESRO#K9IMD0/XLOC-006236#RRP1-HUMAN#P56182/XLOC-002346#MEC2-CAEEL#Q27433",11
